codigo,descripcion,imputable
12201,Seguros a cobrar,True
12301,Socios Art. 33 Ley 19550,True
12401,Terrenos,True
12402,Inmuebles,True
12403,Depreciación Acumulada Inmuebles,True
12404,Rodados,True
12405,Depreciación Acumulada Rodados,True
12406,Muebles y Utiles,True
12407,Depreciación Acumulada Muebles y Utiles,True
12409,Maquinas de Oficina,True
12410,Depreciación Acumulada Maquinarias,True
12411,Instalaciones,True
12412,Depreciación Acumulada Instalaciones,True
12413,Equipos de computación y Telefonia,True
12414,Depreciación Acumulada Equipos de computación,True
12415,Otros equipos,True
12416,Depreciaicón Acumulada Otros equipos,True
12417,Depreciación Acumulada,True
12501,Llave de Negocio,True
12502,Gastos Pre-operativos,True
12503,Gastos de Organización,True
12504,Marcas,True
12505,Concesiones,True
12506,Gastos de Investigación y Desarrollo,True
12507,Patentes,True
13001,Bienes en curso,True
13201,Compra de Bienes de uso,True
21101,Proveedores,True
21102,Documentos a Pagar en $,True
21103,Documentos a Pagar u$s,True
21104,Cheques Propios Rechazados,True
21105,Proveedores del Exterior,True
21106,Facturas a Recibir,True
21152,IVA a pagar,True
21201,Préstamo Banco Galicia,True
21202,Tarjeta Visa a Pagar,True
21215,Préstamo HSBC nro. 2387499,True
21216,Préstamo HSBC nro. 2550895,True
21302,Contribuciones Seg. Social a pagar,True
21303,Aportes Seg. Social a pagar,True
21304,Aportes Obra Social a Pagar,True
21305,Contribuciones Obra Social a Pagar,True
21306,ART a pagar,True
21307,FAECYS a pagar,True
21308,INACAP a pagar,True
21309,F.NAC.DE. a Pagar,True
21310,O.S. a Pagar,True
21311,INSSJP a Pagar,True
21312,Sueldos y Jornales a Pagar,True
21313,S.A.C. a Pagar,True
21314,ART a Pagar,True
21315,Dto. 1273/02 a Pagar,True
21316,Sindicato a Pagar,True
21317,SVC a pagar,True
21401,IVA Débito Fiscal,True
21402,Retención a No Inscriptos,True
21403,Impuesto a las Ganancias a Pagar,True
21404,Impuesto a los Ingresos Brutos a Pagar,True
21405,AFIP IVA a pagar,True
21406,Imp a la Gcia Minima Pres. a p,True
21407,Tasas Municipales a pagar,True
21408,Plan de Facilidades a pagar,True
21409,BP Acciones y Participaciones a pagar,True
21410,Intereses Negativos a Devengar,True
21411,SICORE IG a pagar,True
21412,Retención Art.79 Ley Imp. a las Gcias.,True
21501,Dividendos en Efectivo a Pagar,True
21601,Anticipo de Clientes,True
21701,Honorarios a Directores,True
21702,Alquileres Cobrados por Adelantado,True
21703,Comisiones Cobradas por Adelantado,True
21704,Depósitos en Garantía Recibidos,True
21801,Previsión para Indemnización y Despidos,True
22200,Documentos a Pagar,True
31100,Capital Social,True
31200,Aportes Irrevocables,True
31201,Ajuste al Capital,True
32100,Primas de Emisión,True
32200,Descuentos de Emisión,True
33100,Reserva Legal,True
33201,Reserva Estatutaria,True
33202,Reserva Voluntaria,True
34100,Resultados del Ejercicio Acumulados,True
34101,Resultados No Asignados,True
34200,Ajustes Resultados de Ejercicios Anteriores,True
34300,Resultado del Ejercicio,True
41100,Ventas Productos,True
41200,Ventas Exportación,True
41300,Ventas de Servicios,True
41301,Venta de Cereales,True
41302,Ventas Otros,True
41400,Descuentos Obtenidos,True
41500,Intereses Cobrados,True
41600,Ganancia por Tenencia,True
41700,Otros Ingresos,True
41800,Resultado por Tenencia Acciones,True
41801,Resultado por Tenencia,True
41802,Traslación Monetaria,True
41803,Diferencia de Cambio automática,True
41804,Comisiones Ganadas,True
41805,Alquileres Cobrados,True
41806,Venta de Bienes de Uso,True
41807,Diferencia de Cambio (manual),True
42100,Costo de Servicios Prestados,True
42201,Sueldos y Jornales,True
42202,S.A.C.,True
42203,Cargas Sociales,True
42204,Gastos Generales,True
42205,Honorarios,True
42301,Gastos Generales de Fabricación,True
42401,Publicidad y Propaganda,True
42402,Comisiones Pagadas sobre Ventas,True
42403,Fletes y Acarreos,True
42404,Deudores Incobrables,True
42405,Impuestos sobre los Ingresos Brutos,True
42406,Impuesto a las Ganancias,True
42407,Amortizacion Bienes de Uso,True
42408,Depreciación Rodados,True
42409,Depreciación Muebles y Utiles,True
42410,Depreciación Maquinarias,True
42411,Gastos de Repuestos,True
42412,GASTOS PRESTAMO,True
42413,Gastos de Librería,True
42414,Fletes y Encomiendas,True
42415,Gastos de Energía Eléctrica,True
42416,Gastos de Mantenimiento de Instalaciones,True
42417,Sueldos y Jornales Producción,True
42418,S.A.C. Producción,True
42419,Contribuciones y Aportes Producción,True
42420,Gastos de Movilidad y Viaticos,True
42421,Seguros Pagados,True
42422,Alquileres Pagados,True
42423,Gastos de Teléfono,True
42424,Gastos de Servicios de Internet,True
42425,Expensas Pagadas,True
42426,Honorarios Profesionales,True
42427,Contribucion Obra Social Seguros,True
42428,Gastos de Mantenimiento Oficina,True
42429,Gastos de Personal,True
42430,Gastos Sistema de Computacion,True
42431,Depreciación de Bienes,True
42432,Depreciación Extraordinaria de Bienes,True
42433,Depreciación Instalaciones,True
42434,Depreciación Equipos de computación,True
42435,Depreciación Otros equipos,True
42436,Gastos de Equipos de Computacion,True
42437,Gastos de Expensas,True
42438,Gastos Software de Gestion y Web,True
42439,Gastos de Servicios de Terceros,True
42440,"BP, acciones y participaciones",True
42441,Gastos de Sellado,True
42442,Bienes personales acc y participaciones,True
42443,Gastos de Obras Sanitarias,True
42501,Gastos y Comisiones Bancarias,True
42502,Intereses Prestamo,True
42503,Pérdida por Tenencia,True
42504,Imp a los Mov Bancarios,True
42505,Impuesto a los Debitos,True
42506,Impuesto a los Creditos,True
42507,Intereses Negativos,True
42600,Otros Gastos,True
42601,Resultado por la baja de bienes,True
42602,Ajuste por redondeo,True
42700,R.E.C.P.A.M,True
